Metoda;Krok_Typ;h0;Iteracja;x0_1;x0_2;x_opt_1;x_opt_2;y_opt;f_calls;g_calls;H_calls;Status
CG;Staly 0.25;0.25;79;-0.124854;0.993769;-2.60627e-07;4.34482e-07;2.1139e-13;16;15;0;1
CG;Staly 0.25;0.25;80;-1.9827;1.56257;-9.69812e-08;3.38872e-07;1.00781e-13;26;25;0;1
CG;Staly 0.25;0.25;81;-1.29928;1.87909;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;82;1.68465;0.0963293;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;83;1.35809;-0.31298;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;84;0.0804486;-1.4752;3.93613e-08;-2.31594e-07;4.76186e-14;17;16;0;1
CG;Staly 0.25;0.25;85;-1.02235;0.506064;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;86;-0.559083;-1.11804;2.51173e-07;-4.11972e-07;1.92421e-13;16;15;0;1
CG;Staly 0.25;0.25;87;0.578417;1.83066;-6.82594e-08;2.89528e-07;7.33824e-14;17;16;0;1
CG;Staly 0.25;0.25;88;1.49795;-0.95746;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;89;0.525393;-0.618144;-1.13737e-07;1.53709e-07;3.20164e-14;16;15;0;1
CG;Staly 0.25;0.25;90;0.952004;-0.494497;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;91;-1.77904;-1.70689;-1.48623e-07;5.42056e-07;2.5744e-13;25;24;0;1
CG;Staly 0.25;0.25;92;1.89059;-0.157036;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;93;0.202847;-0.0345356;7.44029e-08;-2.66391e-07;6.22154e-14;15;14;0;1
CG;Staly 0.25;0.25;94;-0.721601;-1.23803;3.51531e-07;-4.24654e-07;2.782e-13;16;15;0;1
CG;Staly 0.25;0.25;95;1.55356;-0.236317;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;96;0.781751;-0.633152;-2.30395e-07;3.24311e-07;1.36622e-13;16;15;0;1
CG;Staly 0.25;0.25;97;-0.553144;-0.838655;1.63914e-07;-2.69349e-07;8.21342e-14;16;15;0;1
CG;Staly 0.25;0.25;98;-0.120588;-0.574548;1.32164e-07;-3.46907e-07;1.09431e-13;16;15;0;1
CG;Staly 0.25;0.25;99;1.67381;-1.8997;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;100;0.220816;-1.02115;2.54524e-07;-4.40697e-07;2.11611e-13;16;15;0;1
CG;Zmienny;0;1;-0.319611;1.92647;-1.10545e-07;7.00572e-08;2.16038e-14;353;11;0;1
CG;Zmienny;0;2;-0.504542;-1.11713;6.22856e-08;-4.67547e-07;1.97238e-13;257;8;0;1
CG;Zmienny;0;3;-1.94182;-1.41463;1.12308e-08;8.37917e-10;2.62376e-16;225;7;0;1
CG;Zmienny;0;4;1.00188;-0.0873675;9.49751e-07;-2.26874e-06;4.7965e-12;2721;85;0;1
CG;Zmienny;0;5;-1.7739;0.137154;-1.74755;0.873776;0.298638;353;11;0;1
CG;Zmienny;0;6;-0.052814;1.17268;-1.47239e-08;2.88028e-08;8.391e-16;225;7;0;1
CG;Zmienny;0;7;-0.727136;-0.558241;1.99435e-08;-4.18254e-08;1.7107e-15;257;8;0;1
CG;Zmienny;0;8;-1.76264;-1.65504;-2.0388e-07;2.17376e-07;8.60678e-14;577;18;0;1
CG;Zmienny;0;9;1.42055;-1.3403;1.74755;-0.873776;0.298638;353;11;0;1
CG;Zmienny;0;10;-0.609583;-1.94618;4.13936e-09;-2.03269e-08;3.63313e-16;321;10;0;1
CG;Zmienny;0;11;-1.79949;0.00847795;-1.74755;0.873777;0.298638;481;15;0;1
CG;Zmienny;0;12;-0.394064;1.31691;-2.28028e-09;-1.83022e-09;1.79225e-17;193;6;0;1
CG;Zmienny;0;13;-1.70066;-1.19943;7.54508e-06;-2.4127e-06;1.01474e-10;10017;313;0;0
CG;Zmienny;0;14;0.0427069;-1.15833;6.91573e-09;-1.39388e-08;1.93549e-16;225;7;0;1
CG;Zmienny;0;15;-0.494545;-1.1863;4.00648e-08;-4.09215e-07;1.54272e-13;257;8;0;1
CG;Zmienny;0;16;1.71473;0.128418;1.74755;-0.873776;0.298638;353;11;0;1
CG;Zmienny;0;17;1.23411;1.81914;1.7938e-07;-1.60655e-07;6.13461e-14;577;18;0;1
CG;Zmienny;0;18;0.512957;-1.52608;2.122e-07;-3.82305e-07;1.5509e-13;161;5;0;1
CG;Zmienny;0;19;0.242073;0.975962;-2.9176e-09;-1.25489e-09;2.22609e-17;193;6;0;1
CG;Zmienny;0;20;0.162441;-1.04787;-2.58564e-08;-4.56299e-08;4.59902e-15;257;8;0;1
CG;Zmienny;0;21;0.853264;0.781966;1.19427e-08;-3.09866e-08;8.75362e-16;353;11;0;1
CG;Zmienny;0;22;0.915426;-0.865609;8.58969e-07;-2.74237e-06;6.64065e-12;2561;80;0;1
CG;Zmienny;0;23;-1.47152;-1.29699;-1.74755;0.87378;0.298638;2177;68;0;1
CG;Zmienny;0;24;-1.23142;-0.480793;-1.88279;2.19692;2.00967;10017;313;0;0
CG;Zmienny;0;25;1.22369;-0.853156;1.74755;-0.87378;0.298638;961;30;0;1
CG;Zmienny;0;26;-1.28376;0.00939538;-1.74755;0.873777;0.298638;1153;36;0;1
CG;Zmienny;0;27;1.03838;-1.26587;1.74755;-0.87378;0.298638;1985;62;0;1
CG;Zmienny;0;28;1.50063;0.45646;1.74755;-0.873776;0.298638;321;10;0;1
CG;Zmienny;0;29;1.12467;-1.95327;1.74755;-0.873776;0.298638;225;7;0;1
CG;Zmienny;0;30;-1.99036;-0.736346;3.11701e-09;-9.97967e-09;8.79185e-17;257;8;0;1
CG;Zmienny;0;31;-0.568598;1.76864;-9.11153e-09;3.25024e-07;1.02845e-13;321;10;0;1
CG;Zmienny;0;32;1.43386;1.13843;1.74755;-0.873778;0.298638;1473;46;0;1
CG;Zmienny;0;33;0.908919;1.28524;4.65732e-08;-1.31744e-07;1.55588e-14;193;6;0;1
CG;Zmienny;0;34;-1.72714;-1.61566;2.28122e-07;-2.89542e-07;1.21863e-13;737;23;0;1
CG;Zmienny;0;35;-1.04731;0.283093;1.74755;-0.873785;0.298638;5953;186;0;1
CG;Zmienny;0;36;-0.899149;-0.535743;2.39328e-07;-5.21881e-07;2.62015e-13;481;15;0;1
CG;Zmienny;0;37;1.26569;0.375473;1.74755;-0.873777;0.298638;961;30;0;1
CG;Zmienny;0;38;1.22858;-0.178892;1.74755;-0.873779;0.298638;2401;75;0;1
CG;Zmienny;0;39;0.586027;0.167994;3.37307e-08;4.12624e-08;5.36991e-15;289;9;0;1
CG;Zmienny;0;40;0.551249;1.2764;-5.24345e-08;1.69634e-08;4.89705e-15;289;9;0;1
CG;Zmienny;0;41;-0.409897;0.0709179;4.35636e-08;-1.55326e-07;2.1155e-14;257;8;0;1
CG;Zmienny;0;42;-0.120018;1.69139;-4.20917e-08;3.81113e-08;3.39173e-15;289;9;0;1
CG;Zmienny;0;43;-1.02061;-0.219525;-6.73861e-07;1.01666e-06;1.25669e-12;1409;44;0;1
CG;Zmienny;0;44;-0.470941;0.163253;-1.79096e-08;2.97775e-08;9.94903e-16;321;10;0;1
CG;Zmienny;0;45;-1.40653;0.513621;-1.74755;0.873776;0.298638;353;11;0;1
CG;Zmienny;0;46;-0.600721;-0.329914;3.36994e-09;-8.75315e-09;6.9833e-17;257;8;0;1
CG;Zmienny;0;47;1.15021;-1.82656;1.74755;-0.873776;0.298638;225;7;0;1
CG;Zmienny;0;48;1.15616;-0.196574;1.74755;-0.873775;0.298638;353;11;0;1
CG;Zmienny;0;49;-0.547469;0.624121;-3.72624e-08;4.32859e-08;3.03771e-15;321;10;0;1
CG;Zmienny;0;50;1.13781;-0.33553;1.74755;-0.873782;0.298638;3457;108;0;1
CG;Zmienny;0;51;-0.0610117;-0.577639;3.61196e-09;1.58727e-09;3.43451e-17;193;6;0;1
CG;Zmienny;0;52;0.475158;1.85325;1.10816e-08;-3.26754e-08;9.51191e-16;225;7;0;1
CG;Zmienny;0;53;-0.34177;1.04668;5.86795e-08;2.02328e-09;7.00938e-15;257;8;0;1
CG;Zmienny;0;54;0.406993;0.14302;-2.99468e-09;-1.19672e-07;1.46976e-14;193;6;0;1
CG;Zmienny;0;55;-1.07659;0.575912;1.89475;-2.54074;3.00024;10017;313;0;0
CG;Zmienny;0;56;0.377209;0.00614457;-3.93818e-09;1.70248e-08;2.53814e-16;257;8;0;1
CG;Zmienny;0;57;1.29386;1.26539;7.078e-07;-1.24904e-06;1.678e-12;1441;45;0;1
CG;Zmienny;0;58;1.11091;1.02509;-2.00348e-07;2.46227e-07;9.15754e-14;737;23;0;1
CG;Zmienny;0;59;1.21192;-1.87138;1.74755;-0.873776;0.298638;449;14;0;1
CG;Zmienny;0;60;1.32974;0.45581;1.74755;-0.873776;0.298638;321;10;0;1
CG;Zmienny;0;61;1.93415;-1.17713;-2.82063e-07;7.59922e-07;5.22255e-13;449;14;0;1
CG;Zmienny;0;62;-1.25957;-0.991242;8.14969e-07;-1.56061e-06;2.49199e-12;2369;74;0;1
CG;Zmienny;0;63;-1.20535;-1.28141;3.13664e-07;-9.10906e-07;7.40802e-13;801;25;0;1
CG;Zmienny;0;64;-0.115665;-1.75191;1.29558e-08;-2.29794e-08;5.66044e-16;321;10;0;1
CG;Zmienny;0;65;-0.684234;-1.91451;2.59849e-08;-1.38756e-07;1.6998e-14;321;10;0;1
CG;Zmienny;0;66;-1.87399;-0.878711;4.20074e-08;-8.94372e-08;7.77123e-15;449;14;0;1
CG;Zmienny;0;67;0.74985;0.025439;-1.95964e-07;5.82841e-07;3.02292e-13;481;15;0;1
CG;Zmienny;0;68;1.65497;0.514624;1.74755;-0.873776;0.298638;417;13;0;1
CG;Zmienny;0;69;-0.69696;1.81712;-8.76727e-08;1.1116e-07;1.79839e-14;353;11;0;1
CG;Zmienny;0;70;1.64359;-1.12137;1.74755;-0.873776;0.298638;257;8;0;1
CG;Zmienny;0;71;1.94942;1.64728;-2.55786e-08;1.14412e-07;1.14722e-14;193;6;0;1
CG;Zmienny;0;72;1.93403;1.70045;-2.0572e-10;7.95017e-10;5.53143e-19;193;6;0;1
CG;Zmienny;0;73;1.25921;-0.389334;1.74755;-0.873776;0.298638;449;14;0;1
CG;Zmienny;0;74;0.86797;-1.17599;-6.05371e-08;1.22498e-07;1.49195e-14;417;13;0;1
CG;Zmienny;0;75;0.172128;1.82653;-6.04895e-08;1.37989e-07;1.8012e-14;321;10;0;1
CG;Zmienny;0;76;-1.44492;0.329224;-1.74755;0.873776;0.298638;417;13;0;1
CG;Zmienny;0;77;-0.271818;0.037689;3.52327e-09;-4.17737e-09;2.75592e-17;225;7;0;1
CG;Zmienny;0;78;-0.428182;-1.26028;-8.3097e-09;-5.33767e-08;3.43072e-15;257;8;0;1
CG;Zmienny;0;79;-0.124854;0.993769;1.28782e-08;2.05912e-08;1.02087e-15;257;8;0;1
CG;Zmienny;0;80;-1.9827;1.56257;-5.46461e-08;1.2977e-07;1.57213e-14;321;10;0;1
CG;Zmienny;0;81;-1.29928;1.87909;-1.74755;0.873776;0.298638;449;14;0;1
CG;Zmienny;0;82;1.68465;0.0963293;1.74755;-0.873776;0.298638;321;10;0;1
CG;Zmienny;0;83;1.35809;-0.31298;1.74755;-0.873776;0.298638;481;15;0;1
CG;Zmienny;0;84;0.0804486;-1.4752;-3.57326e-08;-8.01399e-08;1.18396e-14;257;8;0;1
CG;Zmienny;0;85;-1.02235;0.506064;2.02113;-2.78323;4.13069;10017;313;0;0
CG;Zmienny;0;86;-0.559083;-1.11804;5.34107e-08;-1.44744e-08;5.14182e-15;289;9;0;1
CG;Zmienny;0;87;0.578417;1.83066;-2.26934e-08;1.33729e-08;9.05339e-16;289;9;0;1
CG;Zmienny;0;88;1.49795;-0.95746;1.74755;-0.873776;0.298638;193;6;0;1
CG;Zmienny;0;89;0.525393;-0.618144;3.14212e-08;-3.56885e-08;2.12688e-15;321;10;0;1
CG;Zmienny;0;90;0.952004;-0.494497;-1.86303;-1.41406;5.89539;10017;313;0;0
CG;Zmienny;0;91;-1.77904;-1.70689;-8.67178e-08;-4.21833e-07;2.29564e-13;513;16;0;1
CG;Zmienny;0;92;1.89059;-0.157036;1.42895e-07;-1.19115e-07;3.80053e-14;545;17;0;1
CG;Zmienny;0;93;0.202847;-0.0345356;-2.34455e-08;-2.41998e-08;2.25239e-15;193;6;0;1
CG;Zmienny;0;94;-0.721601;-1.23803;3.77927e-09;-2.84286e-08;7.29314e-16;321;10;0;1
CG;Zmienny;0;95;1.55356;-0.236317;1.74755;-0.873776;0.298638;449;14;0;1
CG;Zmienny;0;96;0.781751;-0.633152;1.43984e-07;-1.74939e-07;4.68781e-14;321;10;0;1
CG;Zmienny;0;97;-0.553144;-0.838655;6.74674e-08;-2.98843e-07;7.82486e-14;257;8;0;1
CG;Zmienny;0;98;-0.120588;-0.574548;3.43896e-08;-7.86928e-08;5.85163e-15;161;5;0;1
CG;Zmienny;0;99;1.67381;-1.8997;1.74755;-0.873777;0.298638;257;8;0;1
CG;Zmienny;0;100;0.220816;-1.02115;5.66914e-08;-1.08259e-07;1.20104e-14;225;7;0;1
Newton;Staly 0.05;0.05;1;-0.319611;1.92647;-2.70403e-06;1.85297e-05;3.0787e-10;226;225;225;1
Newton;Staly 0.05;0.05;2;-0.504542;-1.11713;-4.93927e-06;-1.76006e-05;4.45509e-10;218;217;217;1
Newton;Staly 0.05;0.05;3;-1.94182;-1.41463;-1.74756;0.873758;0.298638;229;228;228;1
Newton;Staly 0.05;0.05;4;1.00188;-0.0873675;1.07054;-0.535253;0.877362;198;197;197;1
Newton;Staly 0.05;0.05;5;-1.7739;0.137154;-1.74755;0.873757;0.298638;207;206;206;1
Newton;Staly 0.05;0.05;6;-0.052814;1.17268;-8.11851e-07;1.80902e-05;3.13887e-10;217;216;216;1
Newton;Staly 0.05;0.05;7;-0.727136;-0.558241;-1.07054;0.535253;0.877362;215;214;214;1
Newton;Staly 0.05;0.05;8;-1.76264;-1.65504;-1.74755;0.873758;0.298638;232;231;231;1
Newton;Staly 0.05;0.05;9;1.42055;-1.3403;1.07055;-0.535288;0.877362;210;209;209;1
Newton;Staly 0.05;0.05;10;-0.609583;-1.94618;-1.07054;0.535252;0.877362;230;229;229;1
Newton;Staly 0.05;0.05;11;-1.79949;0.00847795;-1.74755;0.873758;0.298638;211;210;210;1
Newton;Staly 0.05;0.05;12;-0.394064;1.31691;-4.41065e-06;1.77978e-05;2.77169e-10;219;218;218;1
Newton;Staly 0.05;0.05;13;-1.70066;-1.19943;-1.74755;0.873758;0.298638;228;227;227;1
Newton;Staly 0.05;0.05;14;0.0427069;-1.15833;6.91905e-07;-1.88101e-05;3.41761e-10;216;215;215;1
Newton;Staly 0.05;0.05;15;-0.494545;-1.1863;-4.71949e-06;-1.76005e-05;4.37388e-10;219;218;218;1
Newton;Staly 0.05;0.05;16;1.71473;0.128418;1.74755;-0.873757;0.298638;213;212;212;1
Newton;Staly 0.05;0.05;17;1.23411;1.81914;1.07054;-0.535252;0.877362;230;229;229;1
Newton;Staly 0.05;0.05;18;0.512957;-1.52608;4.18918e-06;-1.80483e-05;2.85231e-10;221;220;220;1
Newton;Staly 0.05;0.05;19;0.242073;0.975962;4.0289e-06;1.7725e-05;4.1805e-10;214;213;213;1
Newton;Staly 0.05;0.05;20;0.162441;-1.04787;2.68238e-06;-1.78654e-05;2.85643e-10;215;214;214;1
Newton;Staly 0.05;0.05;21;0.853264;0.781966;1.07054;-0.535253;0.877362;219;218;218;1
Newton;Staly 0.05;0.05;22;0.915426;-0.865609;1.07054;-0.535288;0.877362;194;193;193;1
Newton;Staly 0.05;0.05;23;-1.47152;-1.29699;-1.07054;0.535252;0.877362;226;225;225;1
Newton;Staly 0.05;0.05;24;-1.23142;-0.480793;-1.07055;0.535253;0.877362;214;213;213;1
Newton;Staly 0.05;0.05;25;1.22369;-0.853156;1.07055;-0.535288;0.877362;193;192;192;1
Newton;Staly 0.05;0.05;26;-1.28376;0.00939538;-1.07055;0.535254;0.877362;202;201;201;1
Newton;Staly 0.05;0.05;27;1.03838;-1.26587;1.07054;-0.53529;0.877362;207;206;206;1
Newton;Staly 0.05;0.05;28;1.50063;0.45646;1.74755;-0.873758;0.298638;218;217;217;1
Newton;Staly 0.05;0.05;29;1.12467;-1.95327;1.07054;-0.53529;0.877362;220;219;219;1
Newton;Staly 0.05;0.05;30;-1.99036;-0.736346;-1.74756;0.873758;0.298638;222;221;221;1
Newton;Staly 0.05;0.05;31;-0.568598;1.76864;-1.74755;0.873794;0.298638;222;221;221;1
Newton;Staly 0.05;0.05;32;1.43386;1.13843;1.07055;-0.535253;0.877362;224;223;223;1
Newton;Staly 0.05;0.05;33;0.908919;1.28524;1.07054;-0.535253;0.877362;225;224;224;1
Newton;Staly 0.05;0.05;34;-1.72714;-1.61566;-1.74755;0.873757;0.298638;231;230;230;1
Newton;Staly 0.05;0.05;35;-1.04731;0.283093;-1.07054;0.535253;0.877362;187;186;186;1
Newton;Staly 0.05;0.05;36;-0.899149;-0.535743;-1.07054;0.535253;0.877362;215;214;214;1
Newton;Staly 0.05;0.05;37;1.26569;0.375473;1.07055;-0.535253;0.877362;212;211;211;1
Newton;Staly 0.05;0.05;38;1.22858;-0.178892;1.07055;-0.535254;0.877362;195;194;194;1
Newton;Staly 0.05;0.05;39;0.586027;0.167994;1.07054;-0.535253;0.877362;203;202;202;1
Newton;Staly 0.05;0.05;40;0.551249;1.2764;8.83811e-07;1.80855e-05;3.44632e-10;222;221;221;1
Newton;Staly 0.05;0.05;41;-0.409897;0.0709179;-1.89095e-05;1.60802e-06;6.87317e-10;191;190;190;1
Newton;Staly 0.05;0.05;42;-0.120018;1.69139;-1.26897e-06;1.82105e-05;3.11734e-10;224;223;223;1
Newton;Staly 0.05;0.05;43;-1.02061;-0.219525;-1.07054;0.535253;0.877362;208;207;207;1
Newton;Staly 0.05;0.05;44;-0.470941;0.163253;-1.78863e-05;5.12747e-06;5.74418e-10;193;192;192;1
Newton;Staly 0.05;0.05;45;-1.40653;0.513621;-1.07056;0.535268;0.877362;189;188;188;1
Newton;Staly 0.05;0.05;46;-0.600721;-0.329914;-1.07054;0.535254;0.877362;209;208;208;1
Newton;Staly 0.05;0.05;47;1.15021;-1.82656;1.07054;-0.53529;0.877362;218;217;217;1
Newton;Staly 0.05;0.05;48;1.15616;-0.196574;1.07055;-0.535253;0.877362;193;192;192;1
Newton;Staly 0.05;0.05;49;-0.547469;0.624121;-6.9775e-06;1.70976e-05;2.704e-10;199;198;198;1
Newton;Staly 0.05;0.05;50;1.13781;-0.33553;1.07055;-0.535254;0.877362;183;182;182;1
Newton;Staly 0.05;0.05;51;-0.0610117;-0.577639;-1.92081e-06;-1.82783e-05;3.76584e-10;203;202;202;1
Newton;Staly 0.05;0.05;52;0.475158;1.85325;3.29563e-06;1.86818e-05;4.323e-10;226;225;225;1
Newton;Staly 0.05;0.05;53;-0.34177;1.04668;-4.97654e-06;1.74594e-05;2.67475e-10;215;214;214;1
Newton;Staly 0.05;0.05;54;0.406993;0.14302;1.61582e-05;9.31409e-06;7.5943e-10;194;193;193;1
Newton;Staly 0.05;0.05;55;-1.07659;0.575912;-1.07055;0.53529;0.877362;151;150;150;1
Newton;Staly 0.05;0.05;56;0.377209;0.00614457;1.81099e-05;2.3465e-06;7.03939e-10;191;190;190;1
Newton;Staly 0.05;0.05;57;1.29386;1.26539;1.07054;-0.535253;0.877362;225;224;224;1
Newton;Staly 0.05;0.05;58;1.11091;1.02509;1.07054;-0.535253;0.877362;222;221;221;1
Newton;Staly 0.05;0.05;59;1.21192;-1.87138;1.07054;-0.53529;0.877362;219;218;218;1
Newton;Staly 0.05;0.05;60;1.32974;0.45581;1.07055;-0.535253;0.877362;214;213;213;1
Newton;Staly 0.05;0.05;61;1.93415;-1.17713;1.74756;-0.87379;0.298638;199;198;198;1
Newton;Staly 0.05;0.05;62;-1.25957;-0.991242;-1.07054;0.535253;0.877362;222;221;221;1
Newton;Staly 0.05;0.05;63;-1.20535;-1.28141;-1.07054;0.535253;0.877362;225;224;224;1
Newton;Staly 0.05;0.05;64;-0.115665;-1.75191;-1.2246e-06;-1.88853e-05;3.82782e-10;224;223;223;1
Newton;Staly 0.05;0.05;65;-0.684234;-1.91451;-1.07054;0.535253;0.877362;231;230;230;1
Newton;Staly 0.05;0.05;66;-1.87399;-0.878711;-1.74755;0.873758;0.298638;224;223;223;1
Newton;Staly 0.05;0.05;67;0.74985;0.025439;1.07053;-0.535255;0.877362;203;202;202;1
Newton;Staly 0.05;0.05;68;1.65497;0.514624;1.74755;-0.873758;0.298638;220;219;219;1
Newton;Staly 0.05;0.05;69;-0.69696;1.81712;-1.07054;0.53529;0.877362;219;218;218;1
Newton;Staly 0.05;0.05;70;1.64359;-1.12137;1.74755;-0.873794;0.298638;188;187;187;1
Newton;Staly 0.05;0.05;71;1.94942;1.64728;1.74755;-0.873758;0.298638;231;230;230;1
Newton;Staly 0.05;0.05;72;1.93403;1.70045;1.74755;-0.873758;0.298638;232;231;231;1
Newton;Staly 0.05;0.05;73;1.25921;-0.389334;1.07056;-0.535259;0.877362;185;184;184;1
Newton;Staly 0.05;0.05;74;0.86797;-1.17599;1.07054;-0.535289;0.877362;206;205;205;1
Newton;Staly 0.05;0.05;75;0.172128;1.82653;1.6945e-06;1.87281e-05;3.88219e-10;225;224;224;1
Newton;Staly 0.05;0.05;76;-1.44492;0.329224;-1.07056;0.535259;0.877362;195;194;194;1
Newton;Staly 0.05;0.05;77;-0.271818;0.037689;-1.86247e-05;1.88101e-06;6.62261e-10;186;185;185;1
Newton;Staly 0.05;0.05;78;-0.428182;-1.26028;-4.58311e-06;-1.82368e-05;4.58171e-10;219;218;218;1
Newton;Staly 0.05;0.05;79;-0.124854;0.993769;-2.31725e-06;1.87992e-05;3.20588e-10;213;212;212;1
Newton;Staly 0.05;0.05;80;-1.9827;1.56257;-1.74756;0.873793;0.298638;211;210;210;1
Newton;Staly 0.05;0.05;81;-1.29928;1.87909;-1.07055;0.53529;0.877362;219;218;218;1
Newton;Staly 0.05;0.05;82;1.68465;0.0963293;1.74755;-0.873758;0.298638;213;212;212;1
Newton;Staly 0.05;0.05;83;1.35809;-0.31298;1.07056;-0.535259;0.877362;193;192;192;1
Newton;Staly 0.05;0.05;84;0.0804486;-1.4752;1.00244e-06;-1.85329e-05;3.26901e-10;221;220;220;1
Newton;Staly 0.05;0.05;85;-1.02235;0.506064;-1.07053;0.535262;0.877362;157;156;156;1
Newton;Staly 0.05;0.05;86;-0.559083;-1.11804;1.07054;-0.53529;0.877362;218;217;217;1
Newton;Staly 0.05;0.05;87;0.578417;1.83066;1.07054;-0.535252;0.877362;228;227;227;1
Newton;Staly 0.05;0.05;88;1.49795;-0.95746;1.74755;-0.873793;0.298638;181;180;180;1
Newton;Staly 0.05;0.05;89;0.525393;-0.618144;9.64353e-06;-1.55041e-05;2.76859e-10;204;203;203;1
Newton;Staly 0.05;0.05;90;0.952004;-0.494497;1.07052;-0.535265;0.877362;172;171;171;1
Newton;Staly 0.05;0.05;91;-1.77904;-1.70689;-1.74755;0.873758;0.298638;232;231;231;1
Newton;Staly 0.05;0.05;92;1.89059;-0.157036;1.74756;-0.873759;0.298638;207;206;206;1
Newton;Staly 0.05;0.05;93;0.202847;-0.0345356;1.78462e-05;-2.70985e-06;5.95957e-10;182;181;181;1
Newton;Staly 0.05;0.05;94;-0.721601;-1.23803;-1.07054;0.535253;0.877362;224;223;223;1
Newton;Staly 0.05;0.05;95;1.55356;-0.236317;1.74755;-0.873758;0.298638;204;203;203;1
Newton;Staly 0.05;0.05;96;0.781751;-0.633152;1.07053;-0.53528;0.877362;187;186;186;1
Newton;Staly 0.05;0.05;97;-0.553144;-0.838655;2.12873e-07;-1.82173e-05;3.28082e-10;216;215;215;1
Newton;Staly 0.05;0.05;98;-0.120588;-0.574548;-3.74315e-06;-1.82117e-05;4.27856e-10;203;202;202;1
Newton;Staly 0.05;0.05;99;1.67381;-1.8997;1.74755;-0.873795;0.298638;214;213;213;1
Newton;Staly 0.05;0.05;100;0.220816;-1.02115;3.72474e-06;-1.82503e-05;2.92843e-10;214;213;213;1
Newton;Staly 0.25;0.25;1;-0.319611;1.92647;-3.46658e-07;2.54489e-06;5.83459e-12;48;47;47;1
Newton;Staly 0.25;0.25;2;-0.504542;-1.11713;1.44372e-08;-2.45825e-06;6.00791e-12;47;46;46;1
Newton;Staly 0.25;0.25;3;-1.94182;-1.41463;-1.74755;0.873774;0.298638;49;48;48;1
Newton;Staly 0.25;0.25;4;1.00188;-0.0873675;1.07054;-0.535269;0.877362;43;42;42;1
Newton;Staly 0.25;0.25;5;-1.7739;0.137154;-1.74755;0.873774;0.298638;45;44;44;1
Newton;Staly 0.25;0.25;6;-0.052814;1.17268;-1.25396e-07;2.79825e-06;7.51078e-12;46;45;45;1
Newton;Staly 0.25;0.25;7;-0.727136;-0.558241;-1.07054;0.535269;0.877362;46;45;45;1
Newton;Staly 0.25;0.25;8;-1.76264;-1.65504;-1.74755;0.873774;0.298638;49;48;48;1
Newton;Staly 0.25;0.25;9;1.42055;-1.3403;1.07054;-0.535273;0.877362;45;44;44;1
Newton;Staly 0.25;0.25;10;-0.609583;-1.94618;-1.07054;0.535268;0.877362;48;47;47;1
Newton;Staly 0.25;0.25;11;-1.79949;0.00847795;-1.74755;0.873773;0.298638;45;44;44;1
Newton;Staly 0.25;0.25;12;-0.394064;1.31691;-4.853e-07;2.24706e-06;4.42982e-12;47;46;46;1
Newton;Staly 0.25;0.25;13;-1.70066;-1.19943;-1.74755;0.873773;0.298638;48;47;47;1
Newton;Staly 0.25;0.25;14;0.0427069;-1.15833;1.01579e-07;-2.76417e-06;7.38047e-12;46;45;45;1
Newton;Staly 0.25;0.25;15;-0.494545;-1.1863;-1.37804e-07;-2.49698e-06;6.617e-12;47;46;46;1
Newton;Staly 0.25;0.25;16;1.71473;0.128418;1.74755;-0.873774;0.298638;46;45;45;1
Newton;Staly 0.25;0.25;17;1.23411;1.81914;1.07054;-0.535269;0.877362;49;48;48;1
Newton;Staly 0.25;0.25;18;0.512957;-1.52608;-2.58808e-07;-2.90047e-06;9.29735e-12;46;45;45;1
Newton;Staly 0.25;0.25;19;0.242073;0.975962;5.1532e-07;2.3603e-06;7.31843e-12;46;45;45;1
Newton;Staly 0.25;0.25;20;0.162441;-1.04787;3.68923e-07;-2.49135e-06;5.55993e-12;46;45;45;1
Newton;Staly 0.25;0.25;21;0.853264;0.781966;1.07054;-0.535269;0.877362;47;46;46;1
Newton;Staly 0.25;0.25;22;0.915426;-0.865609;1.07054;-0.535274;0.877362;42;41;41;1
Newton;Staly 0.25;0.25;23;-1.47152;-1.29699;-1.88173e-07;-2.63466e-06;7.50802e-12;48;47;47;1
Newton;Staly 0.25;0.25;24;-1.23142;-0.480793;-1.07054;0.535269;0.877362;46;45;45;1
Newton;Staly 0.25;0.25;25;1.22369;-0.853156;1.07054;-0.535274;0.877362;42;41;41;1
Newton;Staly 0.25;0.25;26;-1.28376;0.00939538;-1.07054;0.535269;0.877362;44;43;43;1
Newton;Staly 0.25;0.25;27;1.03838;-1.26587;1.07054;-0.535273;0.877362;45;44;44;1
Newton;Staly 0.25;0.25;28;1.50063;0.45646;1.74756;-0.873776;0.298638;48;47;47;1
Newton;Staly 0.25;0.25;29;1.12467;-1.95327;1.07054;-0.535274;0.877362;47;46;46;1
Newton;Staly 0.25;0.25;30;-1.99036;-0.736346;-1.74755;0.873774;0.298638;47;46;46;1
