Metoda;Krok_Typ;h0;Iteracja;x0_1;x0_2;x_opt_1;x_opt_2;y_opt;f_calls;g_calls;H_calls;Status
SD;Zmienny;0;26;-1.28376;0.00939538;-1.74755;0.873776;0.298638;321;10;0;1
SD;Zmienny;0;27;1.03838;-1.26587;1.74755;-0.873774;0.298638;961;30;0;1
SD;Zmienny;0;28;1.50063;0.45646;1.74755;-0.873776;0.298638;257;8;0;1
SD;Zmienny;0;29;1.12467;-1.95327;1.74755;-0.873778;0.298638;897;28;0;1
SD;Zmienny;0;30;-1.99036;-0.736346;-2.83201e-08;6.33275e-08;3.82099e-15;225;7;0;1
SD;Zmienny;0;31;-0.568598;1.76864;-1.90032e-07;1.17411e-07;6.36981e-14;545;17;0;1
SD;Zmienny;0;32;1.43386;1.13843;1.74755;-0.873775;0.298638;1121;35;0;1
SD;Zmienny;0;33;0.908919;1.28524;-5.22365e-08;-4.64511e-07;2.45492e-13;449;14;0;1
SD;Zmienny;0;34;-1.72714;-1.61566;-4.43307e-07;5.09023e-07;4.26493e-13;609;19;0;1
SD;Zmienny;0;35;-1.04731;0.283093;-7.83536e-08;3.76548e-07;1.24563e-13;513;16;0;1
SD;Zmienny;0;36;-0.899149;-0.535743;6.14541e-08;2.80202e-07;1.03286e-13;513;16;0;1
SD;Zmienny;0;37;1.26569;0.375473;1.74755;-0.873775;0.298638;1281;40;0;1
SD;Zmienny;0;38;1.22858;-0.178892;1.74755;-0.873776;0.298638;385;12;0;1
SD;Zmienny;0;39;0.586027;0.167994;5.48954e-08;-1.20612e-07;1.39533e-14;225;7;0;1
SD;Zmienny;0;40;0.551249;1.2764;-2.98714e-07;4.76622e-07;2.63255e-13;481;15;0;1
SD;Zmienny;0;41;-0.409897;0.0709179;-9.34221e-08;2.77749e-07;6.8652e-14;289;9;0;1
SD;Zmienny;0;42;-0.120018;1.69139;-2.48099e-08;3.55556e-07;1.1883e-13;641;20;0;1
SD;Zmienny;0;43;-1.02061;-0.219525;-1.66437e-07;2.2559e-07;6.87471e-14;609;19;0;1
SD;Zmienny;0;44;-0.470941;0.163253;-1.00584e-07;2.96696e-08;1.81304e-14;385;12;0;1
SD;Zmienny;0;45;-1.40653;0.513621;-1.74755;0.873775;0.298638;865;27;0;1
SD;Zmienny;0;46;-0.600721;-0.329914;-5.86349e-08;1.1753e-07;1.37981e-14;289;9;0;1
SD;Zmienny;0;47;1.15021;-1.82656;1.74755;-0.873778;0.298638;929;29;0;1
SD;Zmienny;0;48;1.15616;-0.196574;1.74755;-0.873775;0.298638;929;29;0;1
SD;Zmienny;0;49;-0.547469;0.624121;-3.078e-07;4.49687e-07;2.53286e-13;513;16;0;1
SD;Zmienny;0;50;1.13781;-0.33553;1.74755;-0.873775;0.298638;961;30;0;1
SD;Zmienny;0;51;-0.0610117;-0.577639;3.41231e-07;-4.7191e-07;2.94546e-13;545;17;0;1
SD;Zmienny;0;52;0.475158;1.85325;-2.10519e-07;3.1498e-07;1.2154e-13;545;17;0;1
SD;Zmienny;0;53;-0.34177;1.04668;-9.85439e-08;3.30445e-08;1.72574e-14;417;13;0;1
SD;Zmienny;0;54;0.406993;0.14302;-3.17768e-09;-1.75516e-09;2.88532e-17;193;6;0;1
SD;Zmienny;0;55;-1.07659;0.575912;-1.74755;0.873775;0.298638;481;15;0;1
SD;Zmienny;0;56;0.377209;0.00614457;5.30551e-08;-1.42547e-07;1.83865e-14;225;7;0;1
SD;Zmienny;0;57;1.29386;1.26539;9.4987e-08;-4.12058e-07;1.48697e-13;513;16;0;1
SD;Zmienny;0;58;1.11091;1.02509;1.02401e-08;-3.23358e-07;1.01459e-13;641;20;0;1
SD;Zmienny;0;59;1.21192;-1.87138;1.74755;-0.873778;0.298638;1249;39;0;1
SD;Zmienny;0;60;1.32974;0.45581;1.74755;-0.873776;0.298638;385;12;0;1
SD;Zmienny;0;61;1.93415;-1.17713;2.52742e-07;-1.80257e-07;1.14691e-13;577;18;0;1
SD;Zmienny;0;62;-1.25957;-0.991242;-1.2126e-07;2.00337e-07;4.52499e-14;513;16;0;1
SD;Zmienny;0;63;-1.20535;-1.28141;-2.91896e-08;3.39684e-07;1.07174e-13;641;20;0;1
SD;Zmienny;0;64;-0.115665;-1.75191;2.16279e-07;-2.85071e-07;1.13164e-13;609;19;0;1
SD;Zmienny;0;65;-0.684234;-1.91451;2.81643e-07;-4.13745e-07;2.13302e-13;545;17;0;1
SD;Zmienny;0;66;-1.87399;-0.878711;9.16756e-08;2.41147e-07;9.70681e-14;449;14;0;1
SD;Zmienny;0;67;0.74985;0.025439;-2.11323e-08;-1.65825e-08;1.51855e-15;257;8;0;1
SD;Zmienny;0;68;1.65497;0.514624;1.74755;-0.873775;0.298638;641;20;0;1
SD;Zmienny;0;69;-0.69696;1.81712;-4.26931e-08;2.07025e-07;3.7666e-14;577;18;0;1
SD;Zmienny;0;70;1.64359;-1.12137;1.74755;-0.873777;0.298638;737;23;0;1
SD;Zmienny;0;71;1.94942;1.64728;-7.62111e-08;1.40007e-07;2.05482e-14;353;11;0;1
SD;Zmienny;0;72;1.93403;1.70045;7.0643e-08;1.56328e-07;4.54629e-14;321;10;0;1
SD;Zmienny;0;73;1.25921;-0.389334;1.74755;-0.873775;0.298638;1121;35;0;1
SD;Zmienny;0;74;0.86797;-1.17599;2.1017e-07;-9.44936e-08;7.74118e-14;481;15;0;1
SD;Zmienny;0;75;0.172128;1.82653;4.54177e-08;5.00404e-07;2.77257e-13;577;18;0;1
SD;Zmienny;0;76;-1.44492;0.329224;-1.74755;0.873775;0.298638;1249;39;0;1
SD;Zmienny;0;77;-0.271818;0.037689;-6.50317e-08;1.94355e-07;3.3593e-14;289;9;0;1
SD;Zmienny;0;78;-0.428182;-1.26028;-5.35907e-08;-2.06916e-07;5.96471e-14;513;16;0;1
SD;Zmienny;0;79;-0.124854;0.993769;-2.4086e-07;2.20627e-07;1.11563e-13;609;19;0;1
SD;Zmienny;0;80;-1.9827;1.56257;-2.52021e-07;2.30032e-07;1.21971e-13;641;20;0;1
SD;Zmienny;0;81;-1.29928;1.87909;-1.74755;0.873778;0.298638;1313;41;0;1
SD;Zmienny;0;82;1.68465;0.0963293;1.74755;-0.873775;0.298638;577;18;0;1
SD;Zmienny;0;83;1.35809;-0.31298;1.74755;-0.873775;0.298638;1217;38;0;1
SD;Zmienny;0;84;0.0804486;-1.4752;1.86478e-08;-3.44554e-07;1.12988e-13;641;20;0;1
SD;Zmienny;0;85;-1.02235;0.506064;-3.6877e-07;3.35297e-07;2.6076e-13;609;19;0;1
SD;Zmienny;0;86;-0.559083;-1.11804;1.48381e-07;-2.42272e-07;6.6781e-14;481;15;0;1
SD;Zmienny;0;87;0.578417;1.83066;-2.013e-07;3.02141e-07;1.11512e-13;545;17;0;1
SD;Zmienny;0;88;1.49795;-0.95746;1.74755;-0.873776;0.298638;353;11;0;1
SD;Zmienny;0;89;0.525393;-0.618144;2.53447e-07;-3.75036e-07;1.74071e-13;513;16;0;1
SD;Zmienny;0;90;0.952004;-0.494497;1.42881e-08;-3.38466e-07;1.10131e-13;641;20;0;1
SD;Zmienny;0;91;-1.77904;-1.70689;-2.76928e-07;3.55431e-07;1.81281e-13;609;19;0;1
SD;Zmienny;0;92;1.89059;-0.157036;5.2438e-09;3.43421e-09;8.47969e-17;257;8;0;1
SD;Zmienny;0;93;0.202847;-0.0345356;1.07268e-07;-3.29592e-07;9.62889e-14;289;9;0;1
SD;Zmienny;0;94;-0.721601;-1.23803;3.29476e-07;-5.10785e-07;3.09719e-13;481;15;0;1
SD;Zmienny;0;95;1.55356;-0.236317;1.74755;-0.873775;0.298638;1025;32;0;1
SD;Zmienny;0;96;0.781751;-0.633152;2.62579e-07;-3.06266e-07;1.51276e-13;577;18;0;1
SD;Zmienny;0;97;-0.553144;-0.838655;2.0395e-07;-3.51144e-07;1.34878e-13;417;13;0;1
SD;Zmienny;0;98;-0.120588;-0.574548;-5.8335e-08;-2.83388e-07;1.03646e-13;513;16;0;1
SD;Zmienny;0;99;1.67381;-1.8997;2.27143e-07;-2.74156e-07;1.16077e-13;641;20;0;1
SD;Zmienny;0;100;0.220816;-1.02115;1.18955e-07;-5.80216e-07;2.95932e-13;513;16;0;1
CG;Staly 0.05;0.05;1;-0.319611;1.92647;-1.28346e-06;1.84343e-06;4.32678e-12;43;42;0;1
CG;Staly 0.05;0.05;2;-0.504542;-1.11713;5.81329e-07;-2.22903e-06;4.34866e-12;41;40;0;1
CG;Staly 0.05;0.05;3;-1.94182;-1.41463;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;4;1.00188;-0.0873675;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;5;-1.7739;0.137154;-1.74755;0.873775;0.298638;38;37;0;1
CG;Staly 0.05;0.05;6;-0.052814;1.17268;-9.51394e-07;1.26435e-06;2.20599e-12;43;42;0;1
CG;Staly 0.05;0.05;7;-0.727136;-0.558241;9.4724e-07;-1.06963e-06;1.92544e-12;37;36;0;1
CG;Staly 0.05;0.05;8;-1.76264;-1.65504;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;9;1.42055;-1.3403;1.74755;-0.873778;0.298638;37;36;0;1
CG;Staly 0.05;0.05;10;-0.609583;-1.94618;7.84849e-07;-2.48214e-06;5.44489e-12;42;41;0;1
CG;Staly 0.05;0.05;11;-1.79949;0.00847795;-1.74755;0.873774;0.298638;38;37;0;1
CG;Staly 0.05;0.05;12;-0.394064;1.31691;-8.2145e-07;2.0035e-06;3.71779e-12;43;42;0;1
CG;Staly 0.05;0.05;13;-1.70066;-1.19943;-1.74755;0.873774;0.298638;39;38;0;1
CG;Staly 0.05;0.05;14;0.0427069;-1.15833;9.44112e-07;-1.24651e-06;2.15964e-12;43;42;0;1
CG;Staly 0.05;0.05;15;-0.494545;-1.1863;6.46329e-07;-2.37453e-06;4.93916e-12;41;40;0;1
CG;Staly 0.05;0.05;16;1.71473;0.128418;1.74755;-0.873774;0.298638;38;37;0;1
CG;Staly 0.05;0.05;17;1.23411;1.81914;4.90463e-07;-1.97626e-06;3.41745e-12;40;39;0;1
CG;Staly 0.05;0.05;18;0.512957;-1.52608;1.08907e-06;-1.67084e-06;3.34419e-12;43;42;0;1
CG;Staly 0.05;0.05;19;0.242073;0.975962;-8.80133e-07;2.183e-06;4.39344e-12;41;40;0;1
CG;Staly 0.05;0.05;20;0.162441;-1.04787;1.15567e-06;-1.81926e-06;3.87838e-12;42;41;0;1
CG;Staly 0.05;0.05;21;0.853264;0.781966;-9.75155e-07;1.01989e-06;1.94747e-12;37;36;0;1
CG;Staly 0.05;0.05;22;0.915426;-0.865609;-7.73477e-08;-1.57891e-06;2.62704e-12;58;57;0;1
CG;Staly 0.05;0.05;23;-1.47152;-1.29699;-1.74755;0.873774;0.298638;43;42;0;1
CG;Staly 0.05;0.05;24;-1.23142;-0.480793;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;25;1.22369;-0.853156;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;26;-1.28376;0.00939538;-1.74755;0.873778;0.298638;28;27;0;1
CG;Staly 0.05;0.05;27;1.03838;-1.26587;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;28;1.50063;0.45646;1.74755;-0.873774;0.298638;39;38;0;1
CG;Staly 0.05;0.05;29;1.12467;-1.95327;1.74755;-0.873778;0.298638;38;37;0;1
CG;Staly 0.05;0.05;30;-1.99036;-0.736346;-1.74755;0.873774;0.298638;40;39;0;1
CG;Staly 0.05;0.05;31;-0.568598;1.76864;-3.14047e-07;1.82906e-06;2.96828e-12;41;40;0;1
CG;Staly 0.05;0.05;32;1.43386;1.13843;1.74755;-0.873778;0.298638;58;57;0;1
CG;Staly 0.05;0.05;33;0.908919;1.28524;-1.84953e-07;1.2956e-06;1.50737e-12;42;41;0;1
CG;Staly 0.05;0.05;34;-1.72714;-1.61566;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;35;-1.04731;0.283093;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;36;-0.899149;-0.535743;-3.47106e-07;2.0192e-06;3.61727e-12;38;37;0;1
CG;Staly 0.05;0.05;37;1.26569;0.375473;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;38;1.22858;-0.178892;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;39;0.586027;0.167994;1.00113e-06;-2.55095e-06;5.95804e-12;37;36;0;1
CG;Staly 0.05;0.05;40;0.551249;1.2764;-6.40646e-07;2.50219e-06;5.47877e-12;41;40;0;1
CG;Staly 0.05;0.05;41;-0.409897;0.0709179;-1.30215e-06;1.74185e-06;4.15706e-12;38;37;0;1
CG;Staly 0.05;0.05;42;-0.120018;1.69139;-9.04421e-07;1.14782e-06;1.91533e-12;44;43;0;1
CG;Staly 0.05;0.05;43;-1.02061;-0.219525;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;44;-0.470941;0.163253;-1.41935e-06;2.64361e-06;7.26559e-12;37;36;0;1
CG;Staly 0.05;0.05;45;-1.40653;0.513621;-1.74755;0.873778;0.298638;36;35;0;1
CG;Staly 0.05;0.05;46;-0.600721;-0.329914;-2.34463e-07;2.1304e-06;4.14903e-12;35;34;0;1
CG;Staly 0.05;0.05;47;1.15021;-1.82656;1.74755;-0.873778;0.298638;38;37;0;1
CG;Staly 0.05;0.05;48;1.15616;-0.196574;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;49;-0.547469;0.624121;-4.46426e-07;2.25006e-06;4.45688e-12;41;40;0;1
CG;Staly 0.05;0.05;50;1.13781;-0.33553;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;51;-0.0610117;-0.577639;9.7114e-07;-2.72939e-06;6.68518e-12;39;38;0;1
CG;Staly 0.05;0.05;52;0.475158;1.85325;-8.26728e-07;2.40861e-06;5.17709e-12;42;41;0;1
CG;Staly 0.05;0.05;53;-0.34177;1.04668;-8.60142e-07;2.45728e-06;5.40431e-12;42;41;0;1
CG;Staly 0.05;0.05;54;0.406993;0.14302;2.07796e-07;-1.55287e-06;2.17508e-12;36;35;0;1
CG;Staly 0.05;0.05;55;-1.07659;0.575912;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;56;0.377209;0.00614457;1.28847e-06;-2.98511e-06;8.38496e-12;36;35;0;1
CG;Staly 0.05;0.05;57;1.29386;1.26539;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;58;1.11091;1.02509;9.84559e-07;-5.32386e-07;1.69798e-12;36;35;0;1
CG;Staly 0.05;0.05;59;1.21192;-1.87138;1.74755;-0.873778;0.298638;38;37;0;1
CG;Staly 0.05;0.05;60;1.32974;0.45581;1.74755;-0.873778;0.298638;39;38;0;1
CG;Staly 0.05;0.05;61;1.93415;-1.17713;1.74755;-0.873778;0.298638;36;35;0;1
CG;Staly 0.05;0.05;62;-1.25957;-0.991242;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;63;-1.20535;-1.28141;1.17748e-06;-3.09311e-06;8.69816e-12;49;48;0;1
CG;Staly 0.05;0.05;64;-0.115665;-1.75191;1.23082e-06;-2.52343e-06;6.29162e-12;42;41;0;1
CG;Staly 0.05;0.05;65;-0.684234;-1.91451;8.05403e-07;-2.49957e-06;5.53206e-12;42;41;0;1
CG;Staly 0.05;0.05;66;-1.87399;-0.878711;-1.74755;0.873774;0.298638;39;38;0;1
CG;Staly 0.05;0.05;67;0.74985;0.025439;-1.16548e-06;2.08587e-06;4.63651e-12;38;37;0;1
CG;Staly 0.05;0.05;68;1.65497;0.514624;1.74755;-0.873774;0.298638;39;38;0;1
CG;Staly 0.05;0.05;69;-0.69696;1.81712;-2.82747e-08;-1.17276e-06;1.41013e-12;51;50;0;1
CG;Staly 0.05;0.05;70;1.64359;-1.12137;1.74755;-0.873778;0.298638;35;34;0;1
CG;Staly 0.05;0.05;71;1.94942;1.64728;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;72;1.93403;1.70045;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;73;1.25921;-0.389334;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;74;0.86797;-1.17599;-1.39175e-06;2.48828e-06;6.60241e-12;48;47;0;1
CG;Staly 0.05;0.05;75;0.172128;1.82653;-1.05897e-06;2.47149e-06;5.73385e-12;42;41;0;1
CG;Staly 0.05;0.05;76;-1.44492;0.329224;-1.74755;0.873778;0.298638;40;39;0;1
CG;Staly 0.05;0.05;77;-0.271818;0.037689;-1.37699e-06;2.56388e-06;6.83522e-12;36;35;0;1
CG;Staly 0.05;0.05;78;-0.428182;-1.26028;7.83184e-07;-2.56741e-06;5.80761e-12;41;40;0;1
CG;Staly 0.05;0.05;79;-0.124854;0.993769;-1.12846e-06;1.66898e-06;3.44896e-12;42;41;0;1
CG;Staly 0.05;0.05;80;-1.9827;1.56257;-1.74755;0.873778;0.298638;38;37;0;1
CG;Staly 0.05;0.05;81;-1.29928;1.87909;-1.74755;0.873778;0.298638;39;38;0;1
CG;Staly 0.05;0.05;82;1.68465;0.0963293;1.74755;-0.873774;0.298638;38;37;0;1
CG;Staly 0.05;0.05;83;1.35809;-0.31298;1.74755;-0.873778;0.298638;45;44;0;1
CG;Staly 0.05;0.05;84;0.0804486;-1.4752;1.19741e-06;-1.54437e-06;3.40342e-12;43;42;0;1
CG;Staly 0.05;0.05;85;-1.02235;0.506064;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;86;-0.559083;-1.11804;5.1625e-07;-2.18404e-06;4.17557e-12;41;40;0;1
CG;Staly 0.05;0.05;87;0.578417;1.83066;-8.21265e-07;2.42307e-06;5.23023e-12;42;41;0;1
CG;Staly 0.05;0.05;88;1.49795;-0.95746;1.74755;-0.873778;0.298638;31;30;0;1
CG;Staly 0.05;0.05;89;0.525393;-0.618144;4.02794e-07;-2.2502e-06;4.48153e-12;41;40;0;1
CG;Staly 0.05;0.05;90;0.952004;-0.494497;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;91;-1.77904;-1.70689;nan;nan;nan;10001;10000;0;0
CG;Staly 0.05;0.05;92;1.89059;-0.157036;1.74755;-0.873774;0.298638;38;37;0;1
CG;Staly 0.05;0.05;93;0.202847;-0.0345356;1.22095e-06;-2.75037e-06;7.18789e-12;35;34;0;1
CG;Staly 0.05;0.05;94;-0.721601;-1.23803;4.12248e-07;-2.24992e-06;4.47452e-12;41;40;0;1
CG;Staly 0.05;0.05;95;1.55356;-0.236317;1.74755;-0.873774;0.298638;37;36;0;1
CG;Staly 0.05;0.05;96;0.781751;-0.633152;-1.16961e-06;1.52807e-06;3.28373e-12;37;36;0;1
CG;Staly 0.05;0.05;97;-0.553144;-0.838655;2.88588e-07;-1.60009e-06;2.26509e-12;41;40;0;1
CG;Staly 0.05;0.05;98;-0.120588;-0.574548;6.6945e-07;-1.86012e-06;3.1111e-12;40;39;0;1
CG;Staly 0.05;0.05;99;1.67381;-1.8997;1.74755;-0.873778;0.298638;39;38;0;1
CG;Staly 0.05;0.05;100;0.220816;-1.02115;1.02424e-06;-2.02076e-06;4.11186e-12;42;41;0;1
CG;Staly 0.25;0.25;1;-0.319611;1.92647;1.33267e-07;-4.11188e-07;1.49798e-13;16;15;0;1
CG;Staly 0.25;0.25;2;-0.504542;-1.11713;2.98157e-07;-5.13266e-07;2.88203e-13;16;15;0;1
CG;Staly 0.25;0.25;3;-1.94182;-1.41463;-6.45508e-08;3.28327e-07;9.49384e-14;16;15;0;1
CG;Staly 0.25;0.25;4;1.00188;-0.0873675;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;5;-1.7739;0.137154;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;6;-0.052814;1.17268;-5.53895e-08;2.24233e-07;4.39963e-14;17;16;0;1
CG;Staly 0.25;0.25;7;-0.727136;-0.558241;-2.09859e-07;1.97985e-07;8.5731e-14;17;16;0;1
CG;Staly 0.25;0.25;8;-1.76264;-1.65504;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;9;1.42055;-1.3403;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;10;-0.609583;-1.94618;6.59451e-08;-2.73449e-07;6.5439e-14;17;16;0;1
CG;Staly 0.25;0.25;11;-1.79949;0.00847795;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;12;-0.394064;1.31691;-5.82624e-08;2.16221e-07;4.0943e-14;17;16;0;1
CG;Staly 0.25;0.25;13;-1.70066;-1.19943;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;14;0.0427069;-1.15833;5.60853e-08;-2.223e-07;4.32405e-14;17;16;0;1
CG;Staly 0.25;0.25;15;-0.494545;-1.1863;6.56219e-08;-2.25796e-07;4.47792e-14;17;16;0;1
CG;Staly 0.25;0.25;16;1.71473;0.128418;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;17;1.23411;1.81914;2.86407e-07;-4.70255e-07;2.50514e-13;14;13;0;1
CG;Staly 0.25;0.25;18;0.512957;-1.52608;3.21651e-07;-3.82283e-07;2.30098e-13;16;15;0;1
CG;Staly 0.25;0.25;19;0.242073;0.975962;-7.65491e-08;2.1309e-07;4.08152e-14;17;16;0;1
CG;Staly 0.25;0.25;20;0.162441;-1.04787;2.73502e-07;-4.51024e-07;2.29673e-13;16;15;0;1
CG;Staly 0.25;0.25;21;0.853264;0.781966;1.74398e-07;-1.89931e-07;6.37795e-14;18;17;0;1
CG;Staly 0.25;0.25;22;0.915426;-0.865609;7.57562e-08;-2.67359e-07;6.27047e-14;24;23;0;1
CG;Staly 0.25;0.25;23;-1.47152;-1.29699;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;24;-1.23142;-0.480793;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;25;1.22369;-0.853156;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;26;-1.28376;0.00939538;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;27;1.03838;-1.26587;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;28;1.50063;0.45646;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;29;1.12467;-1.95327;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;30;-1.99036;-0.736346;-1.39285e-07;5.55092e-07;2.69611e-13;16;15;0;1
CG;Staly 0.25;0.25;31;-0.568598;1.76864;-1.38883e-07;2.1593e-07;5.52138e-14;15;14;0;1
CG;Staly 0.25;0.25;32;1.43386;1.13843;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;33;0.908919;1.28524;2.18231e-07;-2.21976e-07;9.60809e-14;18;17;0;1
CG;Staly 0.25;0.25;34;-1.72714;-1.61566;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;35;-1.04731;0.283093;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;36;-0.899149;-0.535743;-2.68759e-07;4.04367e-07;1.99298e-13;17;16;0;1
CG;Staly 0.25;0.25;37;1.26569;0.375473;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;38;1.22858;-0.178892;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;39;0.586027;0.167994;1.35738e-08;-3.16882e-07;9.64812e-14;16;15;0;1
CG;Staly 0.25;0.25;40;0.551249;1.2764;-3.20432e-07;5.25174e-07;3.12879e-13;16;15;0;1
CG;Staly 0.25;0.25;41;-0.409897;0.0709179;-9.37553e-08;3.81156e-07;1.27125e-13;15;14;0;1
CG;Staly 0.25;0.25;42;-0.120018;1.69139;-2.46614e-07;3.44159e-07;1.55208e-13;16;15;0;1
CG;Staly 0.25;0.25;43;-1.02061;-0.219525;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;44;-0.470941;0.163253;1.58915e-07;-2.29141e-07;6.65999e-14;16;15;0;1
CG;Staly 0.25;0.25;45;-1.40653;0.513621;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;46;-0.600721;-0.329914;1.01416e-09;2.6023e-07;6.79859e-14;16;15;0;1
CG;Staly 0.25;0.25;47;1.15021;-1.82656;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;48;1.15616;-0.196574;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;49;-0.547469;0.624121;1.61076e-07;-2.35027e-07;6.92716e-14;16;15;0;1
CG;Staly 0.25;0.25;50;1.13781;-0.33553;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;51;-0.0610117;-0.577639;1.60257e-07;-3.23543e-07;1.04195e-13;16;15;0;1
CG;Staly 0.25;0.25;52;0.475158;1.85325;-7.37536e-08;3.36643e-07;9.93791e-14;17;16;0;1
CG;Staly 0.25;0.25;53;-0.34177;1.04668;-2.57588e-07;4.94121e-07;2.49579e-13;16;15;0;1
CG;Staly 0.25;0.25;54;0.406993;0.14302;2.59554e-07;-4.6542e-07;2.30551e-13;14;13;0;1
CG;Staly 0.25;0.25;55;-1.07659;0.575912;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;56;0.377209;0.00614457;1.0673e-07;-3.4363e-07;1.04189e-13;15;14;0;1
CG;Staly 0.25;0.25;57;1.29386;1.26539;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;58;1.11091;1.02509;-7.30324e-08;2.20496e-07;4.31827e-14;19;18;0;1
CG;Staly 0.25;0.25;59;1.21192;-1.87138;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;60;1.32974;0.45581;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;61;1.93415;-1.17713;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;62;-1.25957;-0.991242;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;63;-1.20535;-1.28141;-8.1284e-08;1.22247e-07;1.82218e-14;21;20;0;1
CG;Staly 0.25;0.25;64;-0.115665;-1.75191;4.06417e-08;-2.49884e-07;5.55898e-14;17;16;0;1
CG;Staly 0.25;0.25;65;-0.684234;-1.91451;5.79232e-08;-2.17096e-07;4.12662e-14;17;16;0;1
CG;Staly 0.25;0.25;66;-1.87399;-0.878711;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;67;0.74985;0.025439;-2.92298e-07;5.22692e-07;2.91301e-13;17;16;0;1
CG;Staly 0.25;0.25;68;1.65497;0.514624;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;69;-0.69696;1.81712;7.64326e-08;-2.80073e-07;6.87179e-14;21;20;0;1
CG;Staly 0.25;0.25;70;1.64359;-1.12137;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;71;1.94942;1.64728;-3.62139e-07;4.07633e-07;2.80835e-13;16;15;0;1
CG;Staly 0.25;0.25;72;1.93403;1.70045;-2.69237e-07;2.96423e-07;1.53036e-13;16;15;0;1
CG;Staly 0.25;0.25;73;1.25921;-0.389334;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;74;0.86797;-1.17599;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;75;0.172128;1.82653;-4.03114e-08;2.53167e-07;5.7138e-14;17;16;0;1
CG;Staly 0.25;0.25;76;-1.44492;0.329224;nan;nan;nan;10001;10000;0;0
CG;Staly 0.25;0.25;77;-0.271818;0.037689;-1.19061e-07;3.38677e-07;1.0273e-13;15;14;0;1
CG;Staly 0.25;0.25;78;-0.428182;-1.26028;7.86697e-08;-2.57132e-07;5.8266e-14;17;16;0;1
