0.2;0.5
0.0733286;0.380001
-0.0414991;0.251516
-0.0721711;0.180646
-0.0747365;0.121208
-0.0587348;0.0674414
-0.032979;0.0292801
-0.0141701;0.0140383
-0.00651754;0.00990097
-0.00323422;0.00767152
-0.00140042;0.00557297
-0.000398574;0.00345523
-0.000100837;0.0017813
-0.000148517;0.000928486
-0.000192367;0.000571466
-0.000186208;0.000365348
-0.000145382;0.000214599
-8.87444e-05;0.000112571
-4.41413e-05;6.225e-05
-2.14529e-05;4.15141e-05
-1.03373e-05;2.92461e-05
-4.36421e-06;1.91741e-05
-1.73069e-06;1.10454e-05
-1.16144e-06;5.97986e-06
-1.13869e-06;3.5104e-06
-1.02739e-06;2.1777e-06
