0.2;0.5
-0.11668;0.2
-0.0516625;0.12917
-0.0324372;0.0775006
-0.019411;0.0468596
-0.0117226;0.0282826
-0.00707233;0.0170719
-0.00426835;0.010304
-0.00257609;0.00621911
-0.0015548;0.00375358
-0.000938398;0.00226549
-0.000566373;0.00136734
-0.000341836;0.000825265
-0.000206316;0.000498092
-0.000124523;0.000300625
-7.51562e-05;0.000181443
-4.53608e-05;0.000109511
-2.73777e-05;6.60955e-05
-1.65239e-05;3.98922e-05
-9.97304e-06;2.40771e-05
-6.01926e-06;1.45318e-05
-3.63295e-06;8.77071e-06
-2.19268e-06;5.29359e-06
-1.3234e-06;3.19496e-06
-7.98741e-07;1.92833e-06
