0.2;0.5
0.136664;0.44
0.0465472;0.350025
-0.0185586;0.27444
-0.0533436;0.219163
-0.0697135;0.174411
-0.0743361;0.133736
-0.0695585;0.0948952
-0.0568848;0.059801
-0.0400584;0.0331886
-0.024852;0.0178478
-0.0146463;0.0111205
-0.00878686;0.00844234
-0.00547624;0.00713451
-0.00348143;0.00619857
-0.00215529;0.00531184
-0.00120227;0.00436182
-0.000525406;0.00333332
-0.000119244;0.0023155
3.45682e-05;0.00147411
2.84492e-05;0.000917438
-2.55265e-05;0.000604668
-7.03383e-05;0.000431417
-9.54676e-05;0.000323646
-0.00010445;0.000245049
-0.000101021;0.000180184
-8.75723e-05;0.000124574
-6.7459e-05;7.99936e-05
-4.63246e-05;4.95625e-05
-2.94865e-05;3.24498e-05
-1.84138e-05;2.37705e-05
-1.16051e-05;1.89321e-05
-7.28191e-06;1.55238e-05
-4.35847e-06;1.25669e-05
-2.34008e-06;9.73285e-06
-1.05794e-06;7.05011e-06
-4.20876e-07;4.77016e-06
-2.43548e-07;3.12723e-06
-2.7321e-07;2.10411e-06
