0.2;0.5
0.0733286;0.380001
0.00616282;0.296668
-0.0259689;0.236718
-0.0392604;0.191972
-0.0427788;0.157504
-0.0414505;0.130281
-0.0379283;0.10837
-0.0336169;0.0904889
-0.029235;0.0757529
-0.0251268;0.0635258
-0.0214353;0.0533334
-0.0181987;0.0448103
-0.0154028;0.0376681
-0.01301;0.0316748
-0.0109744;0.0266409
-0.00924932;0.0224102
-0.00779095;0.0188531
-0.00656008;0.0158616
-0.00552233;0.0133453
-0.004648;0.0112285
-0.00391169;0.00944758
-0.0032918;0.00794924
-0.00277002;0.00668858
-0.00233088;0.00562787
-0.00196132;0.00473539
-0.00165034;0.00398445
-0.00138865;0.0033526
-0.00116845;0.00282094
-0.000983167;0.0023736
-0.000827262;0.0019972
-0.000696078;0.00168049
-0.000585696;0.001414
-0.000492818;0.00118977
-0.000414668;0.0010011
-0.000348911;0.000842347
-0.000293582;0.000708769
-0.000247026;0.000596374
-0.000207853;0.000501802
-0.000174892;0.000422228
-0.000147158;0.000355272
-0.000123822;0.000298933
-0.000104187;0.000251529
-8.76651e-05;0.000211642
-7.37634e-05;0.00017808
-6.20661e-05;0.000149841
-5.22238e-05;0.000126079
-4.39423e-05;0.000106086
-3.6974e-05;8.92631e-05
-3.11107e-05;7.5108e-05
-2.61773e-05;6.31975e-05
-2.20261e-05;5.31758e-05
-1.85333e-05;4.47433e-05
-1.55943e-05;3.7648e-05
-1.31214e-05;3.16778e-05
-1.10406e-05;2.66544e-05
-9.28983e-06;2.24276e-05
-7.81667e-06;1.88711e-05
-6.57712e-06;1.58786e-05
-5.53413e-06;1.33606e-05
-4.65654e-06;1.12419e-05
-3.91812e-06;9.45917e-06
-3.29679e-06;7.95916e-06
-2.77399e-06;6.69701e-06
-2.3341e-06;5.63501e-06
