Czas;VA;VB;TB
827;0.391655;1.97544;39.5875
828;0.389222;1.97382;39.5567
829;0.386796;1.9722;39.5258
830;0.384378;1.97058;39.4949
831;0.381967;1.96895;39.4639
832;0.379564;1.96733;39.433
833;0.377169;1.9657;39.4019
834;0.374781;1.96407;39.3708
835;0.372401;1.96244;39.3397
836;0.370028;1.9608;39.3085
837;0.367663;1.95917;39.2773
838;0.365306;1.95753;39.2461
839;0.362956;1.95589;39.2148
840;0.360614;1.95425;39.1834
841;0.358279;1.95261;39.152
842;0.355952;1.95097;39.1206
843;0.353632;1.94932;39.0891
844;0.35132;1.94768;39.0576
845;0.349016;1.94603;39.026
846;0.346719;1.94438;38.9944
847;0.34443;1.94273;38.9627
848;0.342148;1.94107;38.931
849;0.339874;1.93942;38.8992
850;0.337608;1.93776;38.8674
851;0.335349;1.9361;38.8356
852;0.333098;1.93444;38.8037
853;0.330854;1.93278;38.7718
854;0.328618;1.93112;38.7398
855;0.326389;1.92945;38.7078
856;0.324168;1.92779;38.6757
857;0.321955;1.92612;38.6436
858;0.319749;1.92445;38.6114
859;0.317551;1.92278;38.5792
860;0.31536;1.9211;38.5469
861;0.313177;1.91943;38.5146
862;0.311002;1.91775;38.4823
863;0.308834;1.91608;38.4499
864;0.306673;1.9144;38.4174
865;0.304521;1.91272;38.385
866;0.302376;1.91104;38.3524
867;0.300238;1.90935;38.3198
868;0.298108;1.90767;38.2872
869;0.295986;1.90598;38.2545
870;0.293871;1.90429;38.2218
871;0.291764;1.9026;38.189
872;0.289664;1.90091;38.1562
873;0.287572;1.89922;38.1234
874;0.285487;1.89753;38.0905
875;0.28341;1.89583;38.0575
876;0.281341;1.89414;38.0245
877;0.279279;1.89244;37.9914
878;0.277225;1.89074;37.9583
879;0.275179;1.88904;37.9252
880;0.27314;1.88734;37.892
881;0.271108;1.88563;37.8588
882;0.269084;1.88393;37.8255
883;0.267068;1.88222;37.7921
884;0.265059;1.88051;37.7587
885;0.263058;1.8788;37.7253
886;0.261065;1.87709;37.6918
887;0.259079;1.87538;37.6583
888;0.257101;1.87367;37.6247
889;0.25513;1.87195;37.5911
890;0.253167;1.87024;37.5574
891;0.251211;1.86852;37.5237
892;0.249263;1.8668;37.4899
893;0.247323;1.86508;37.4561
894;0.24539;1.86336;37.4222
895;0.243465;1.86164;37.3883
896;0.241547;1.85992;37.3544
897;0.239637;1.85819;37.3204
898;0.237734;1.85647;37.2863
899;0.235839;1.85474;37.2522
900;0.233952;1.85301;37.218
901;0.232072;1.85128;37.1838
902;0.2302;1.84955;37.1496
903;0.228335;1.84782;37.1152
904;0.226478;1.84609;37.0809
905;0.224629;1.84435;37.0465
906;0.222787;1.84262;37.012
907;0.220953;1.84088;36.9775
908;0.219126;1.83914;36.943
909;0.217307;1.8374;36.9084
910;0.215495;1.83566;36.8737
911;0.213691;1.83392;36.839
912;0.211895;1.83218;36.8043
913;0.210106;1.83043;36.7694
914;0.208325;1.82869;36.7346
915;0.206552;1.82694;36.6997
916;0.204785;1.8252;36.6647
917;0.203027;1.82345;36.6297
918;0.201276;1.8217;36.5947
919;0.199533;1.81995;36.5596
920;0.197797;1.8182;36.5244
921;0.196069;1.81644;36.4892
922;0.194349;1.81469;36.4539
923;0.192636;1.81294;36.4186
924;0.19093;1.81118;36.3833
925;0.189232;1.80942;36.3479
926;0.187542;1.80766;36.3124
927;0.18586;1.80591;36.2769
928;0.184184;1.80415;36.2413
929;0.182517;1.80238;36.2057
930;0.180857;1.80062;36.17
931;0.179205;1.79886;36.1343
932;0.17756;1.79709;36.0985
933;0.175923;1.79533;36.0627
934;0.174293;1.79356;36.0268
935;0.172671;1.7918;35.9909
936;0.171057;1.79003;35.9549
937;0.16945;1.78826;35.9189
938;0.167851;1.78649;35.8828
939;0.166259;1.78472;35.8467
940;0.164675;1.78295;35.8105
941;0.163099;1.78117;35.7742
942;0.16153;1.7794;35.7379
943;0.159969;1.77762;35.7016
944;0.158415;1.77585;35.6652
945;0.156869;1.77407;35.6287
946;0.15533;1.7723;35.5922
947;0.153799;1.77052;35.5557
948;0.152276;1.76874;35.5191
949;0.15076;1.76696;35.4824
950;0.149252;1.76518;35.4457
951;0.147751;1.76339;35.4089
952;0.146258;1.76161;35.3721
953;0.144773;1.75983;35.3352
954;0.143295;1.75804;35.2983
955;0.141824;1.75626;35.2613
956;0.140362;1.75447;35.2243
957;0.138906;1.75268;35.1872
958;0.137459;1.7509;35.15
959;0.136019;1.74911;35.1128
960;0.134586;1.74732;35.0756
961;0.133162;1.74553;35.0382
962;0.131744;1.74374;35.0009
963;0.130335;1.74194;34.9635
964;0.128933;1.74015;34.926
965;0.127538;1.73836;34.8885
966;0.126151;1.73656;34.8509
967;0.124772;1.73477;34.8132
968;0.1234;1.73297;34.7755
969;0.122036;1.73118;34.7378
970;0.120679;1.72938;34.7
971;0.11933;1.72758;34.6621
972;0.117989;1.72578;34.6242
973;0.116655;1.72398;34.5862
974;0.115329;1.72218;34.5482
975;0.11401;1.72038;34.5101
976;0.112699;1.71858;34.472
977;0.111396;1.71678;34.4338
978;0.1101;1.71497;34.3956
979;0.108811;1.71317;34.3572
980;0.107531;1.71136;34.3189
981;0.106257;1.70956;34.2805
982;0.104992;1.70775;34.242
983;0.103734;1.70595;34.2035
984;0.102483;1.70414;34.1649
985;0.10124;1.70233;34.1262
986;0.100005;1.70052;34.0875
987;0.0987775;1.69871;34.0488
988;0.0975574;1.6969;34.0099
989;0.0963448;1.69509;33.9711
990;0.0951399;1.69328;33.9321
991;0.0939425;1.69147;33.8932
992;0.0927528;1.68966;33.8541
993;0.0915706;1.68785;33.815
994;0.0903959;1.68603;33.7758
995;0.0892289;1.68422;33.7366
996;0.0880695;1.6824;33.6973
997;0.0869176;1.68059;33.658
998;0.0857733;1.67877;33.6186
999;0.0846366;1.67695;33.5792
1000;0.0835075;1.67514;33.5397
1001;0.082386;1.67332;33.5001
1002;0.081272;1.6715;33.4605
1003;0.0801656;1.66968;33.4208
1004;0.0790668;1.66786;33.381
1005;0.0779756;1.66604;33.3412
1006;0.076892;1.66422;33.3014
1007;0.075816;1.6624;33.2614
1008;0.0747475;1.66058;33.2215
1009;0.0736866;1.65876;33.1814
1010;0.0726333;1.65694;33.1413
1011;0.0715876;1.65511;33.1012
1012;0.0705495;1.65329;33.0609
1013;0.0695189;1.65147;33.0207
1014;0.068496;1.64964;32.9803
1015;0.0674806;1.64782;32.9399
1016;0.0664728;1.64599;32.8995
1017;0.0654726;1.64417;32.8589
1018;0.0644799;1.64234;32.8184
1019;0.0634949;1.64051;32.7777
1020;0.0625174;1.63869;32.737
1021;0.0615475;1.63686;32.6963
1022;0.0605852;1.63503;32.6554
1023;0.0596305;1.6332;32.6146
1024;0.0586833;1.63137;32.5736
1025;0.0577438;1.62954;32.5326
1026;0.0568118;1.62771;32.4915
1027;0.0558874;1.62588;32.4504
1028;0.0549706;1.62405;32.4092
1029;0.0540614;1.62222;32.368
1030;0.0531597;1.62039;32.3267
1031;0.0522656;1.61856;32.2853
1032;0.0513792;1.61673;32.2438
1033;0.0505003;1.61489;32.2023
1034;0.0496289;1.61306;32.1608
1035;0.0487652;1.61123;32.1192
1036;0.047909;1.60939;32.0775
1037;0.0470605;1.60756;32.0357
1038;0.0462195;1.60573;31.9939
1039;0.0453861;1.60389;31.952
1040;0.0445602;1.60206;31.9101
1041;0.043742;1.60022;31.8681
1042;0.0429313;1.59839;31.826
1043;0.0421283;1.59655;31.7839
1044;0.0413328;1.59471;31.7417
1045;0.0405449;1.59288;31.6994
1046;0.0397645;1.59104;31.6571
1047;0.0389918;1.5892;31.6147
1048;0.0382266;1.58736;31.5723
1049;0.037469;1.58553;31.5298
1050;0.036719;1.58369;31.4872
1051;0.0359766;1.58185;31.4446
1052;0.0352418;1.58001;31.4019
1053;0.0345145;1.57817;31.3591
1054;0.0337948;1.57633;31.3163
1055;0.0330827;1.57449;31.2734
1056;0.0323782;1.57265;31.2304
1057;0.0316813;1.57081;31.1874
1058;0.030992;1.56897;31.1443
1059;0.0303102;1.56713;31.1011
1060;0.029636;1.56529;31.0579
1061;0.0289694;1.56345;31.0146
1062;0.0283104;1.56161;30.9712
1063;0.027659;1.55977;30.9278
1064;0.0270151;1.55793;30.8843
1065;0.0263789;1.55609;30.8408
1066;0.0257502;1.55424;30.7971
1067;0.0251291;1.5524;30.7535
1068;0.0245156;1.55056;30.7097
1069;0.0239096;1.54872;30.6659
1070;0.0233113;1.54687;30.622
1071;0.0227205;1.54503;30.578
1072;0.0221373;1.54319;30.534
1073;0.0215617;1.54135;30.4899
1074;0.0209937;1.5395;30.4458
1075;0.0204332;1.53766;30.4015
1076;0.0198804;1.53582;30.3572
1077;0.0193351;1.53397;30.3129
1078;0.0187974;1.53213;30.2684
1079;0.0182673;1.53028;30.2239
1080;0.0177447;1.52844;30.1794
1081;0.0172298;1.5266;30.1347
1082;0.0167224;1.52475;30.09
1083;0.0162226;1.52291;30.0453
1084;0.0157304;1.52106;30.0004
1085;0.0152458;1.51922;29.9555
1086;0.0147688;1.51737;29.9105
1087;0.0142993;1.51553;29.8655
1088;0.0138374;1.51368;29.8204
1089;0.0133831;1.51184;29.7752
1090;0.0129364;1.50999;29.7299
1091;0.0124973;1.50815;29.6846
1092;0.0120658;1.5063;29.6392
1093;0.0116418;1.50446;29.5937
1094;0.0112254;1.50261;29.5482
1095;0.0108166;1.50076;29.5026
1096;0.0104154;1.49892;29.4569
1097;0.0100218;1.49707;29.4112
1098;0.00963572;1.49523;29.3654
1099;0.00925725;1.49338;29.3195
1100;0.00888636;1.49154;29.2735
1101;0.00852306;1.48969;29.2275
1102;0.00816734;1.48784;29.1814
1103;0.0078192;1.486;29.1352
1104;0.00747864;1.48415;29.0889
1105;0.00714567;1.48231;29.0426
1106;0.00682028;1.48046;28.9962
1107;0.00650247;1.47862;28.9498
1108;0.00619224;1.47677;28.9032
1109;0.00588959;1.47492;28.8566
1110;0.00559453;1.47308;28.8099
1111;0.00530705;1.47123;28.7632
1112;0.00502715;1.46939;28.7163
1113;0.00475484;1.46754;28.6694
1114;0.0044901;1.4657;28.6225
1115;0.00423295;1.46385;28.5754
1116;0.00398338;1.462;28.5283
1117;0.0037414;1.46016;28.4811
1118;0.00350699;1.45831;28.4338
1119;0.00328017;1.45647;28.3865
1120;0.00306093;1.45462;28.3391
1121;0.00284927;1.45278;28.2916
1122;0.0026452;1.45093;28.244
1123;0.00244871;1.44909;28.1964
1124;0.0022598;1.44724;28.1487
1125;0.00207847;1.4454;28.1009
1126;0.00190472;1.44355;28.053
1127;0.00173856;1.44171;28.0051
1128;0.00157998;1.43986;27.957
1129;0.00142898;1.43802;27.909
1130;0.00128556;1.43617;27.8608
1131;0.00114973;1.43433;27.8125
1132;0.00102148;1.43249;27.7642
1133;0.00090081;1.43064;27.7158
1134;0.000787723;1.4288;27.6673
1135;0.000682219;1.42695;27.6188
1136;0.000584297;1.42511;27.5702
1137;0.000493957;1.42327;27.5215
1138;0.000411199;1.42142;27.4727
1139;0.000336024;1.41958;27.4238
1140;0.000268432;1.41774;27.3749
1141;0.000208421;1.41589;27.3259
1142;0.000155994;1.41405;27.2768
1143;0.000111148;1.41221;27.2276
1144;7.38863e-05;1.41037;27.1784
1145;4.42078e-05;1.40852;27.129
1146;2.21164e-05;1.40668;27.0796
1147;7.6311e-06;1.40484;27.0301
1148;1.07327e-06;1.403;26.9806
1149;-9.43892e-07;1.40116;26.931
1150;-9.43892e-07;1.39932;26.8817
1151;-9.43892e-07;1.3975;26.8327
1152;-9.43892e-07;1.39568;26.7839
1153;-9.43892e-07;1.39387;26.7355
1154;-9.43892e-07;1.39207;26.6873
1155;-9.43892e-07;1.39027;26.6394
1156;-9.43892e-07;1.38849;26.5918
1157;-9.43892e-07;1.38671;26.5444
1158;-9.43892e-07;1.38494;26.4974
1159;-9.43892e-07;1.38317;26.4506
1160;-9.43892e-07;1.38141;26.4041
1161;-9.43892e-07;1.37966;26.3579
1162;-9.43892e-07;1.37792;26.312
1163;-9.43892e-07;1.37619;26.2663
1164;-9.43892e-07;1.37446;26.2209
1165;-9.43892e-07;1.37274;26.1758
1166;-9.43892e-07;1.37103;26.1309
1167;-9.43892e-07;1.36932;26.0863
1168;-9.43892e-07;1.36762;26.042
1169;-9.43892e-07;1.36593;25.998
1170;-9.43892e-07;1.36425;25.9542
1171;-9.43892e-07;1.36257;25.9107
1172;-9.43892e-07;1.3609;25.8674
1173;-9.43892e-07;1.35924;25.8245
1174;-9.43892e-07;1.35759;25.7817
1175;-9.43892e-07;1.35594;25.7393
1176;-9.43892e-07;1.3543;25.6971
1177;-9.43892e-07;1.35266;25.6551
1178;-9.43892e-07;1.35104;25.6135
1179;-9.43892e-07;1.34942;25.572
1180;-9.43892e-07;1.3478;25.5309
1181;-9.43892e-07;1.3462;25.49
1182;-9.43892e-07;1.3446;25.4493
1183;-9.43892e-07;1.34301;25.4089
1184;-9.43892e-07;1.34142;25.3688
1185;-9.43892e-07;1.33984;25.3289
1186;-9.43892e-07;1.33827;25.2892
1187;-9.43892e-07;1.3367;25.2498
1188;-9.43892e-07;1.33515;25.2107
1189;-9.43892e-07;1.3336;25.1718
1190;-9.43892e-07;1.33205;25.1331
1191;-9.43892e-07;1.33051;25.0947
1192;-9.43892e-07;1.32898;25.0565
1193;-9.43892e-07;1.32746;25.0186
1194;-9.43892e-07;1.32594;24.9809
1195;-9.43892e-07;1.32443;24.9435
1196;-9.43892e-07;1.32292;24.9063
1197;-9.43892e-07;1.32142;24.8693
1198;-9.43892e-07;1.31993;24.8326
1199;-9.43892e-07;1.31844;24.7961
1200;-9.43892e-07;1.31697;24.7598
1201;-9.43892e-07;1.31549;24.7238
1202;-9.43892e-07;1.31403;24.688
1203;-9.43892e-07;1.31257;24.6524
1204;-9.43892e-07;1.31111;24.6171
1205;-9.43892e-07;1.30967;24.582
1206;-9.43892e-07;1.30823;24.5471
1207;-9.43892e-07;1.30679;24.5125
1208;-9.43892e-07;1.30536;24.4781
1209;-9.43892e-07;1.30394;24.4439
1210;-9.43892e-07;1.30252;24.4099
1211;-9.43892e-07;1.30111;24.3762
1212;-9.43892e-07;1.29971;24.3426
1213;-9.43892e-07;1.29831;24.3093
1214;-9.43892e-07;1.29692;24.2763
1215;-9.43892e-07;1.29554;24.2434
1216;-9.43892e-07;1.29416;24.2107
1217;-9.43892e-07;1.29278;24.1783
1218;-9.43892e-07;1.29142;24.1461
1219;-9.43892e-07;1.29006;24.1141
1220;-9.43892e-07;1.2887;24.0823
1221;-9.43892e-07;1.28735;24.0508
1222;-9.43892e-07;1.28601;24.0194
1223;-9.43892e-07;1.28467;23.9882
1224;-9.43892e-07;1.28334;23.9573
1225;-9.43892e-07;1.28202;23.9266
1226;-9.43892e-07;1.2807;23.896
1227;-9.43892e-07;1.27938;23.8657
1228;-9.43892e-07;1.27807;23.8356
1229;-9.43892e-07;1.27677;23.8057
1230;-9.43892e-07;1.27547;23.776
1231;-9.43892e-07;1.27418;23.7465
1232;-9.43892e-07;1.2729;23.7172
1233;-9.43892e-07;1.27162;23.6881
1234;-9.43892e-07;1.27035;23.6592
1235;-9.43892e-07;1.26908;23.6305
1236;-9.43892e-07;1.26782;23.602
1237;-9.43892e-07;1.26656;23.5737
1238;-9.43892e-07;1.26531;23.5455
1239;-9.43892e-07;1.26406;23.5176
1240;-9.43892e-07;1.26282;23.4899
1241;-9.43892e-07;1.26159;23.4623
1242;-9.43892e-07;1.26036;23.435
1243;-9.43892e-07;1.25913;23.4078
1244;-9.43892e-07;1.25791;23.3809
1245;-9.43892e-07;1.2567;23.3541
1246;-9.43892e-07;1.25549;23.3275
1247;-9.43892e-07;1.25429;23.3011
1248;-9.43892e-07;1.25309;23.2748
1249;-9.43892e-07;1.2519;23.2488
1250;-9.43892e-07;1.25072;23.2229
1251;-9.43892e-07;1.24954;23.1973
1252;-9.43892e-07;1.24836;23.1718
1253;-9.43892e-07;1.24719;23.1465
1254;-9.43892e-07;1.24603;23.1213
1255;-9.43892e-07;1.24487;23.0964
1256;-9.43892e-07;1.24371;23.0716
1257;-9.43892e-07;1.24256;23.047
1258;-9.43892e-07;1.24142;23.0225
1259;-9.43892e-07;1.24028;22.9983
1260;-9.43892e-07;1.23914;22.9742
1261;-9.43892e-07;1.23801;22.9503
1262;-9.43892e-07;1.23689;22.9265
1263;-9.43892e-07;1.23577;22.9029
1264;-9.43892e-07;1.23466;22.8795
1265;-9.43892e-07;1.23355;22.8563
1266;-9.43892e-07;1.23244;22.8332
1267;-9.43892e-07;1.23134;22.8103
1268;-9.43892e-07;1.23025;22.7876
1269;-9.43892e-07;1.22916;22.765
1270;-9.43892e-07;1.22808;22.7426
1271;-9.43892e-07;1.227;22.7203
1272;-9.43892e-07;1.22592;22.6982
1273;-9.43892e-07;1.22485;22.6763
1274;-9.43892e-07;1.22379;22.6545
1275;-9.43892e-07;1.22273;22.6329
1276;-9.43892e-07;1.22167;22.6115
1277;-9.43892e-07;1.22062;22.5902
1278;-9.43892e-07;1.21958;22.569
1279;-9.43892e-07;1.21854;22.548
1280;-9.43892e-07;1.2175;22.5272
1281;-9.43892e-07;1.21647;22.5065
1282;-9.43892e-07;1.21544;22.486
1283;-9.43892e-07;1.21442;22.4656
1284;-9.43892e-07;1.2134;22.4454
1285;-9.43892e-07;1.21239;22.4253
1286;-9.43892e-07;1.21138;22.4054
1287;-9.43892e-07;1.21037;22.3856
1288;-9.43892e-07;1.20938;22.366
1289;-9.43892e-07;1.20838;22.3465
1290;-9.43892e-07;1.20739;22.3271
1291;-9.43892e-07;1.2064;22.3079
1292;-9.43892e-07;1.20542;22.2889
1293;-9.43892e-07;1.20445;22.27
1294;-9.43892e-07;1.20347;22.2512
1295;-9.43892e-07;1.20251;22.2325
1296;-9.43892e-07;1.20154;22.214
1297;-9.43892e-07;1.20058;22.1957
1298;-9.43892e-07;1.19963;22.1775
1299;-9.43892e-07;1.19868;22.1594
1300;-9.43892e-07;1.19773;22.1414
1301;-9.43892e-07;1.19679;22.1236
1302;-9.43892e-07;1.19585;22.1059
1303;-9.43892e-07;1.19492;22.0884
1304;-9.43892e-07;1.19399;22.071
1305;-9.43892e-07;1.19306;22.0537
1306;-9.43892e-07;1.19214;22.0366
1307;-9.43892e-07;1.19123;22.0195
1308;-9.43892e-07;1.19031;22.0027
1309;-9.43892e-07;1.18941;21.9859
1310;-9.43892e-07;1.1885;21.9693
1311;-9.43892e-07;1.1876;21.9528
1312;-9.43892e-07;1.18671;21.9364
1313;-9.43892e-07;1.18582;21.9201
1314;-9.43892e-07;1.18493;21.904
1315;-9.43892e-07;1.18404;21.888
1316;-9.43892e-07;1.18317;21.8721
1317;-9.43892e-07;1.18229;21.8563
1318;-9.43892e-07;1.18142;21.8407
1319;-9.43892e-07;1.18055;21.8252
1320;-9.43892e-07;1.17969;21.8098
1321;-9.43892e-07;1.17883;21.7945
1322;-9.43892e-07;1.17797;21.7793
1323;-9.43892e-07;1.17712;21.7643
1324;-9.43892e-07;1.17627;21.7494
1325;-9.43892e-07;1.17543;21.7345
1326;-9.43892e-07;1.17459;21.7198
1327;-9.43892e-07;1.17376;21.7053
1328;-9.43892e-07;1.17292;21.6908
1329;-9.43892e-07;1.17209;21.6764
1330;-9.43892e-07;1.17127;21.6622
1331;-9.43892e-07;1.17045;21.648
1332;-9.43892e-07;1.16963;21.634
1333;-9.43892e-07;1.16882;21.6201
1334;-9.43892e-07;1.16801;21.6063
1335;-9.43892e-07;1.1672;21.5926
1336;-9.43892e-07;1.1664;21.579
1337;-9.43892e-07;1.1656;21.5655
1338;-9.43892e-07;1.16481;21.5521
1339;-9.43892e-07;1.16402;21.5389
1340;-9.43892e-07;1.16323;21.5257
1341;-9.43892e-07;1.16245;21.5126
1342;-9.43892e-07;1.16167;21.4997
1343;-9.43892e-07;1.16089;21.4868
1344;-9.43892e-07;1.16012;21.4741
1345;-9.43892e-07;1.15935;21.4614
1346;-9.43892e-07;1.15859;21.4489
1347;-9.43892e-07;1.15782;21.4364
1348;-9.43892e-07;1.15707;21.424
1349;-9.43892e-07;1.15631;21.4118
1350;-9.43892e-07;1.15556;21.3996
1351;-9.43892e-07;1.15481;21.3876
1352;-9.43892e-07;1.15407;21.3756
1353;-9.43892e-07;1.15333;21.3637
1354;-9.43892e-07;1.15259;21.3519
1355;-9.43892e-07;1.15185;21.3403
1356;-9.43892e-07;1.15112;21.3287
1357;-9.43892e-07;1.1504;21.3172
1358;-9.43892e-07;1.14967;21.3058
1359;-9.43892e-07;1.14895;21.2945
1360;-9.43892e-07;1.14823;21.2832
1361;-9.43892e-07;1.14752;21.2721
1362;-9.43892e-07;1.14681;21.2611
1363;-9.43892e-07;1.1461;21.2501
1364;-9.43892e-07;1.1454;21.2392
1365;-9.43892e-07;1.1447;21.2285
1366;-9.43892e-07;1.144;21.2178
1367;-9.43892e-07;1.14331;21.2072
1368;-9.43892e-07;1.14262;21.1967
1369;-9.43892e-07;1.14193;21.1862
1370;-9.43892e-07;1.14124;21.1759
1371;-9.43892e-07;1.14056;21.1656
1372;-9.43892e-07;1.13988;21.1555
1373;-9.43892e-07;1.13921;21.1454
1374;-9.43892e-07;1.13854;21.1353
1375;-9.43892e-07;1.13787;21.1254
1376;-9.43892e-07;1.1372;21.1156
1377;-9.43892e-07;1.13654;21.1058
1378;-9.43892e-07;1.13588;21.0961
1379;-9.43892e-07;1.13522;21.0865
1380;-9.43892e-07;1.13457;21.077
1381;-9.43892e-07;1.13392;21.0675
1382;-9.43892e-07;1.13327;21.0581
1383;-9.43892e-07;1.13263;21.0488
1384;-9.43892e-07;1.13199;21.0396
1385;-9.43892e-07;1.13135;21.0305
1386;-9.43892e-07;1.13072;21.0214
1387;-9.43892e-07;1.13008;21.0124
1388;-9.43892e-07;1.12946;21.0035
1389;-9.43892e-07;1.12883;20.9946
1390;-9.43892e-07;1.12821;20.9859
1391;-9.43892e-07;1.12759;20.9772
1392;-9.43892e-07;1.12697;20.9685
1393;-9.43892e-07;1.12635;20.96
1394;-9.43892e-07;1.12574;20.9515
1395;-9.43892e-07;1.12513;20.9431
1396;-9.43892e-07;1.12453;20.9347
1397;-9.43892e-07;1.12393;20.9264
1398;-9.43892e-07;1.12333;20.9182
1399;-9.43892e-07;1.12273;20.9101
1400;-9.43892e-07;1.12213;20.902
1401;-9.43892e-07;1.12154;20.894
1402;-9.43892e-07;1.12095;20.8861
1403;-9.43892e-07;1.12037;20.8782
1404;-9.43892e-07;1.11978;20.8704
1405;-9.43892e-07;1.1192;20.8627
1406;-9.43892e-07;1.11862;20.855
1407;-9.43892e-07;1.11805;20.8474
1408;-9.43892e-07;1.11748;20.8398
1409;-9.43892e-07;1.11691;20.8323
1410;-9.43892e-07;1.11634;20.8249
1411;-9.43892e-07;1.11578;20.8176
1412;-9.43892e-07;1.11521;20.8103
1413;-9.43892e-07;1.11466;20.803
1414;-9.43892e-07;1.1141;20.7959
1415;-9.43892e-07;1.11355;20.7887
1416;-9.43892e-07;1.11299;20.7817
1417;-9.43892e-07;1.11245;20.7747
1418;-9.43892e-07;1.1119;20.7678
1419;-9.43892e-07;1.11136;20.7609
1420;-9.43892e-07;1.11082;20.7541
1421;-9.43892e-07;1.11028;20.7473
1422;-9.43892e-07;1.10974;20.7406
1423;-9.43892e-07;1.10921;20.734
1424;-9.43892e-07;1.10868;20.7274
1425;-9.43892e-07;1.10815;20.7208
1426;-9.43892e-07;1.10762;20.7144
1427;-9.43892e-07;1.1071;20.7079
1428;-9.43892e-07;1.10658;20.7016
1429;-9.43892e-07;1.10606;20.6953
1430;-9.43892e-07;1.10555;20.689
1431;-9.43892e-07;1.10503;20.6828
1432;-9.43892e-07;1.10452;20.6766
1433;-9.43892e-07;1.10401;20.6705
1434;-9.43892e-07;1.10351;20.6645
1435;-9.43892e-07;1.103;20.6585
1436;-9.43892e-07;1.1025;20.6526
1437;-9.43892e-07;1.102;20.6467
1438;-9.43892e-07;1.10151;20.6408
1439;-9.43892e-07;1.10101;20.635
1440;-9.43892e-07;1.10052;20.6293
1441;-9.43892e-07;1.10003;20.6236
1442;-9.43892e-07;1.09955;20.6179
1443;-9.43892e-07;1.09906;20.6123
1444;-9.43892e-07;1.09858;20.6068
1445;-9.43892e-07;1.0981;20.6013
1446;-9.43892e-07;1.09762;20.5959
1447;-9.43892e-07;1.09714;20.5904
1448;-9.43892e-07;1.09667;20.5851
1449;-9.43892e-07;1.0962;20.5798
1450;-9.43892e-07;1.09573;20.5745
1451;-9.43892e-07;1.09527;20.5693
1452;-9.43892e-07;1.0948;20.5641
1453;-9.43892e-07;1.09434;20.559
1454;-9.43892e-07;1.09388;20.5539
1455;-9.43892e-07;1.09342;20.5489
1456;-9.43892e-07;1.09297;20.5439
1457;-9.43892e-07;1.09251;20.5389
1458;-9.43892e-07;1.09206;20.534
1459;-9.43892e-07;1.09161;20.5291
1460;-9.43892e-07;1.09116;20.5243
1461;-9.43892e-07;1.09072;20.5195
1462;-9.43892e-07;1.09028;20.5148
1463;-9.43892e-07;1.08984;20.5101
1464;-9.43892e-07;1.0894;20.5054
1465;-9.43892e-07;1.08896;20.5008
1466;-9.43892e-07;1.08853;20.4962
1467;-9.43892e-07;1.0881;20.4917
1468;-9.43892e-07;1.08767;20.4872
1469;-9.43892e-07;1.08724;20.4827
1470;-9.43892e-07;1.08681;20.4783
1471;-9.43892e-07;1.08639;20.4739
1472;-9.43892e-07;1.08597;20.4696
1473;-9.43892e-07;1.08555;20.4653
1474;-9.43892e-07;1.08513;20.461
1475;-9.43892e-07;1.08471;20.4568
1476;-9.43892e-07;1.0843;20.4526
1477;-9.43892e-07;1.08389;20.4484
1478;-9.43892e-07;1.08348;20.4443
1479;-9.43892e-07;1.08307;20.4402
1480;-9.43892e-07;1.08266;20.4362
1481;-9.43892e-07;1.08226;20.4322
1482;-9.43892e-07;1.08185;20.4282
1483;-9.43892e-07;1.08145;20.4242
1484;-9.43892e-07;1.08106;20.4203
1485;-9.43892e-07;1.08066;20.4165
1486;-9.43892e-07;1.08027;20.4126
1487;-9.43892e-07;1.07987;20.4088
1488;-9.43892e-07;1.07948;20.4051
1489;-9.43892e-07;1.07909;20.4013
1490;-9.43892e-07;1.07871;20.3976
1491;-9.43892e-07;1.07832;20.394
1492;-9.43892e-07;1.07794;20.3903
1493;-9.43892e-07;1.07756;20.3867
1494;-9.43892e-07;1.07718;20.3831
1495;-9.43892e-07;1.0768;20.3796
1496;-9.43892e-07;1.07642;20.3761
1497;-9.43892e-07;1.07605;20.3726
1498;-9.43892e-07;1.07568;20.3692
1499;-9.43892e-07;1.07531;20.3657
1500;-9.43892e-07;1.07494;20.3624
1501;-9.43892e-07;1.07457;20.359
1502;-9.43892e-07;1.0742;20.3557
1503;-9.43892e-07;1.07384;20.3524
1504;-9.43892e-07;1.07348;20.3491
1505;-9.43892e-07;1.07312;20.3459
1506;-9.43892e-07;1.07276;20.3427
1507;-9.43892e-07;1.0724;20.3395
1508;-9.43892e-07;1.07205;20.3363
1509;-9.43892e-07;1.0717;20.3332
1510;-9.43892e-07;1.07135;20.3301
1511;-9.43892e-07;1.071;20.3271
1512;-9.43892e-07;1.07065;20.324
1513;-9.43892e-07;1.0703;20.321
1514;-9.43892e-07;1.06996;20.318
1515;-9.43892e-07;1.06961;20.3151
1516;-9.43892e-07;1.06927;20.3121
1517;-9.43892e-07;1.06893;20.3092
1518;-9.43892e-07;1.06859;20.3063
1519;-9.43892e-07;1.06826;20.3035
1520;-9.43892e-07;1.06792;20.3007
1521;-9.43892e-07;1.06759;20.2979
1522;-9.43892e-07;1.06726;20.2951
1523;-9.43892e-07;1.06693;20.2923
1524;-9.43892e-07;1.0666;20.2896
